CNT,SCHOOLID,StIDStd,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST24Q09,ST24Q10,ST24Q11,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST27Q06,ST27Q07,ST27Q08,ST27Q09,ST27Q10,ST27Q11,ST27Q12,ST27Q13,CSTRAT,ELAB,MEMOR,Reading,ESCS,gender,immig2
USA,6,187,2,2,3,1,3,1,3,2,2,3,4,2,4,2,3,3,4,3,3,2,4,3,3,3,0.4861,1.1676,0.1036,541.76,-0.6967,1,0
USA,6,160,2,2,3,2,2,1,4,2,2,3,3,2,2,2,2,2,2,2,1,1,1,2,1,,-1.5465,-1.5227,-0.5436,412.51,-0.5335,1,0
USA,6,178,2,2,1,2,3,1,1,2,2,1,1,2,2,2,1,1,2,3,2,2,2,2,1,1,-1.3664,-1.0185,-0.5436,377.72,-1.1171,0,0
USA,6,182,2,2,2,2,2,2,1,2,2,3,2,2,3,3,3,3,2,3,1,2,3,3,2,4,-0.0411,0.0385,0.395,475.92,-0.3008,0,1
USA,6,171,2,2,2,1,2,1,3,2,1,2,2,2,3,3,2,3,3,3,2,2,3,2,2,2,-0.5485,0.0385,0.395,360.4,-0.0192,0,0
USA,6,174,2,3,3,1,2,1,3,2,2,3,1,3,4,2,3,1,3,4,4,3,2,4,3,2,0.4861,0.8778,0.1036,550.96,0.7971,0,0
USA,6,180,2,3,2,2,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,335.15,1.3914,0,0
USA,6,186,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,417.48,-0.3146,0,0
USA,6,176,2,1,2,2,1,2,2,2,2,2,1,3,2,3,4,2,3,3,3,3,3,3,3,3,-0.0411,1.1676,0.395,415,0.1857,0,0
USA,6,170,1,2,2,2,1,1,1,2,1,1,1,2,4,4,3,1,2,3,2,3,3,4,2,3,0.4861,0.3277,0.1036,437.36,0.6499,0,0
USA,6,168,2,2,3,2,2,2,3,2,2,3,3,3,4,4,3,2,3,4,3,3,3,3,3,4,0.7826,0.8778,0.9843,519.69,-0.2297,0,0
USA,6,172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,575.65,-0.038,0,0
USA,6,158,1,1,1,2,1,1,1,2,2,1,1,2,2,3,3,2,3,2,1,2,3,4,3,2,-0.2945,0.3277,-0.2055,468.71,1.3413,0,0
USA,6,179,2,1,2,1,2,1,1,2,2,2,1,3,4,2,4,2,4,2,2,4,2,4,2,3,1.6056,0.3277,-0.2055,499.17,-0.2791,0,0
USA,6,177,2,3,3,1,3,2,3,2,2,3,3,3,2,3,4,3,4,3,1,2,2,4,2,3,0.2159,0.0385,0.6832,623.67,0.3226,0,0
USA,6,167,2,1,2,2,1,1,1,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,428.7,0.6852,0,0
USA,6,164,2,2,2,2,3,2,3,2,2,2,2,1,2,3,2,1,2,2,1,1,1,2,2,1,-1.6827,-1.0185,-0.9276,551.68,-0.4047,0,0
USA,7,218,2,2,1,1,1,2,2,2,1,1,1,2,4,4,1,2,2,2,1,1,1,3,2,1,-0.8077,-1.5227,0.1036,431.82,-0.4395,1,1
USA,7,192,2,1,1,1,1,2,3,2,2,2,1,2,2,2,1,1,3,1,1,1,1,2,1,2,-1.0786,-2.4098,-1.3817,530,-1.3084,1,1
USA,7,213,2,2,2,2,1,2,1,2,2,3,4,3,2,4,2,3,3,3,2,3,4,4,4,3,0.2159,0.8778,0.9843,333.39,-0.4736,1,0
USA,7,205,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,-0.2945,0.3277,0.1036,336.65,-1.1105,1,1
USA,7,210,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,1,3,2,2,4,3,4,1,3,1.1341,-0.6208,0.395,464.71,-0.7408,1,0
USA,7,196,2,3,2,2,3,2,3,2,2,3,3,2,2,3,3,2,4,2,2,2,2,3,2,2,-0.2945,0.0385,-0.2055,441.75,0.2948,1,1
USA,7,204,2,3,3,2,3,1,3,1,1,3,3,1,3,1,2,1,4,2,1,3,3,3,1,3,0.4861,-0.6208,-1.9702,408.06,0.9211,1,0
USA,7,214,2,1,1,2,2,2,3,2,2,3,3,3,4,4,3,2,2,2,3,3,3,4,2,4,0.7826,0.6034,0.395,545.5,-0.072,1,0
USA,7,206,1,2,1,2,2,2,3,2,1,4,3,2,4,1,3,1,4,1,2,4,2,4,2,3,1.6056,0.0385,-1.9702,494.73,-0.7424,1,1
USA,7,215,2,3,3,2,2,2,2,2,2,3,2,4,3,4,4,3,3,4,2,3,2,4,2,3,0.4861,0.3277,1.7893,461.53,-0.0199,1,1
USA,7,211,2,3,2,2,2,1,3,2,1,2,2,2,3,2,1,1,4,2,1,1,1,4,1,4,0.4861,-2.4098,-0.9276,483.77,0.8133,1,0
USA,7,191,2,3,3,2,2,2,3,2,2,3,2,4,4,4,4,2,2,3,3,4,4,4,3,2,0.4861,1.4986,0.9843,525.32,0.8499,1,0
USA,7,202,2,1,2,1,1,2,2,1,2,2,2,2,3,4,3,2,4,2,1,2,3,4,2,1,-0.0411,0.0385,0.1036,458.91,0.3503,1,0
USA,7,203,2,2,3,2,2,1,3,2,2,2,3,2,2,3,2,3,3,1,3,2,2,2,3,2,-0.8077,0.3277,-0.2055,462,-0.1294,1,1
USA,7,194,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,500.29,0.2684,1,0
USA,7,219,2,3,4,2,3,1,3,2,1,3,3,3,4,3,4,2,4,2,3,3,4,3,3,4,1.1341,1.4986,0.1036,653.97,0.173,0,0
USA,7,209,2,2,3,2,2,1,3,1,1,3,3,3,3,3,2,3,4,4,2,3,2,4,2,3,0.7826,-0.2743,0.9843,694.46,-0.5319,0,1
USA,7,220,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,284.64,-0.4697,0,0
USA,7,200,2,2,3,2,2,2,3,1,2,3,3,4,3,3,3,1,3,3,3,3,3,3,3,2,-0.0411,0.8778,0.395,386.38,0.1901,0,1
USA,7,208,2,1,1,2,1,2,2,2,2,3,1,4,4,4,4,4,3,4,4,4,4,4,4,4,1.6056,2.7571,2.6934,506.15,-0.3875,0,0
USA,7,193,2,2,3,1,3,2,2,2,2,2,1,4,3,4,2,3,4,4,2,3,3,3,2,3,0.4861,0.0385,1.7893,479.85,0.2089,0,0
USA,7,207,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,1,3,1,2,2,2,3,1,2,-0.5485,-0.6208,-0.9276,516.25,-0.5594,0,0
USA,7,201,1,1,1,2,1,2,1,1,1,3,1,3,3,2,2,1,2,3,1,2,1,1,2,1,-1.3664,-1.0185,-0.2055,330.9,0.1892,0,0
USA,7,212,2,1,1,2,2,2,2,2,2,2,1,3,2,3,2,1,3,1,1,3,1,3,1,2,-0.2945,-1.5227,-0.5436,534.04,-0.1671,0,0
USA,7,217,2,2,2,2,1,2,2,1,2,2,2,2,3,4,1,2,3,2,1,2,2,4,1,1,-0.2945,-1.5227,0.1036,447.62,-0.96,0,0
USA,7,195,1,1,2,2,1,2,2,2,1,2,2,2,4,4,3,3,2,2,1,3,4,3,4,3,0.2159,0.8778,0.395,466.78,-0.395,0,0
USA,7,197,2,3,3,2,3,2,3,2,2,3,3,4,3,4,4,3,4,3,3,3,4,4,4,4,1.1341,1.9347,1.3297,470.63,-0.6687,0,1
USA,7,190,2,1,3,2,1,2,1,2,1,1,1,4,4,3,3,2,4,3,3,3,3,4,2,4,1.6056,0.6034,0.6832,476.8,-0.0776,0,1
USA,7,198,2,3,2,1,3,2,2,2,2,3,3,4,4,4,3,3,4,4,4,4,3,4,3,3,1.6056,1.1676,1.7893,450.67,-1.5357,0,1
USA,7,216,2,2,2,2,2,2,2,2,1,3,1,3,3,3,3,2,3,2,2,2,2,2,3,2,-0.5485,0.3277,0.1036,514.56,0.5771,0,0
USA,7,199,2,2,3,2,2,2,2,2,2,2,2,4,4,4,3,3,3,3,2,2,3,2,2,2,-0.2945,0.3277,1.3297,413.15,0.8336,0,1
USA,8,241,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,1,2,2,2,2,3,-0.5485,-0.6208,-0.2055,415.13,-1.009,1,1
USA,8,222,2,2,3,2,2,1,3,2,2,3,2,4,3,4,3,4,3,4,2,3,4,4,3,2,0.2159,0.8778,2.6934,498.31,0.4219,1,0
USA,8,236,1,4,4,1,3,1,4,1,1,4,4,2,2,4,3,2,4,3,1,4,2,4,2,3,0.7826,-0.2743,0.395,602.85,1.4235,1,0
USA,8,237,2,4,3,1,1,2,3,2,1,4,4,2,3,3,2,3,2,2,3,3,3,3,2,2,-0.2945,0.3277,0.1036,414.18,-0.4419,1,0
USA,8,244,2,2,2,2,2,2,3,2,2,3,2,4,4,4,3,2,3,3,2,3,2,4,2,3,0.7826,0.0385,0.9843,510.78,-1.0494,1,1
USA,8,231,2,4,3,2,3,1,4,1,1,2,4,3,3,3,2,3,2,3,2,2,2,4,2,2,-0.2945,-0.2743,0.6832,547.32,-0.8923,1,0
USA,8,232,1,1,1,2,2,2,2,1,1,3,2,2,3,3,1,4,2,4,1,1,1,4,1,2,-0.5485,-2.4098,0.9843,480.04,-1.2617,1,0
USA,8,242,1,1,1,2,1,1,1,2,2,1,3,,,,,,,,,,,,,,,,,231.71,-0.6738,1,0
USA,8,238,1,3,2,2,3,1,2,2,1,3,2,3,4,4,3,3,4,4,1,3,2,4,1,3,1.1341,-0.6208,1.3297,458.11,-0.3096,1,0
USA,8,227,1,1,2,2,1,2,1,1,1,3,3,3,3,3,3,4,3,4,2,3,3,4,2,2,0.2159,0.3277,1.3297,516.18,1.1931,1,0
USA,8,228,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,3,3,2,3,2,3,2,3,-0.0411,-0.2743,0.395,580.77,-0.1531,1,0
USA,8,240,1,4,3,1,3,1,4,2,1,3,3,3,4,3,2,2,3,2,1,2,1,3,1,4,0.4861,-1.5227,0.1036,660.13,1.1333,1,0
USA,8,246,1,4,3,1,3,1,4,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,516.26,0.1663,1,0
USA,8,239,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,3,1,2,2,2,3,2,2,-0.5485,-0.2743,-1.9702,356.23,0.1473,0,0
USA,8,223,2,1,1,2,1,2,1,1,2,1,1,3,3,3,2,1,2,2,1,2,2,4,2,2,-0.2945,-0.6208,-0.2055,454.36,0.9531,0,0
USA,8,225,2,2,3,2,2,2,2,2,2,2,2,3,4,3,2,2,3,2,1,3,2,3,1,2,0.2159,-1.0185,0.1036,514.64,-1.1957,0,1
USA,8,226,2,2,2,2,2,2,3,2,2,2,3,1,3,3,3,1,4,2,2,4,2,4,2,4,1.6056,0.0385,-0.9276,564.35,0.6588,0,0
USA,8,221,2,3,3,2,3,2,3,2,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,0.4861,0.8778,0.9843,374.59,-2.4095,0,1
USA,8,229,2,1,1,1,1,2,2,2,1,1,1,2,2,4,4,3,3,3,1,3,1,3,1,2,-0.2945,-0.6208,0.6832,467.59,-0.3319,0,0
USA,8,230,2,2,3,1,1,2,4,2,2,2,1,2,3,3,2,1,1,1,1,2,1,3,1,2,-0.8077,-1.5227,-0.9276,414.51,-0.5736,0,1
USA,8,245,2,2,2,2,3,2,3,2,2,2,2,3,3,3,3,2,3,3,4,3,1,3,2,4,0.4861,0.3277,0.395,488.83,-0.2135,0,0
USA,8,233,2,2,3,2,3,2,2,1,2,3,2,3,3,3,3,3,4,3,2,4,3,4,3,4,1.6056,0.6034,0.6832,509.99,-0.0748,0,0
USA,8,243,2,2,3,2,3,2,2,2,2,2,2,3,3,2,2,1,3,2,2,2,1,3,1,2,-0.2945,-1.0185,-0.5436,477.29,-1.6759,0,1
USA,8,235,1,3,3,1,4,1,3,1,1,4,2,3,4,3,4,2,4,3,4,4,3,4,3,4,2.504,1.4986,0.395,557.37,1.3149,0,0
USA,8,234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,511.28,0.9016,0,0
USA,8,224,2,1,3,2,1,2,2,2,2,3,2,4,4,4,4,2,3,4,2,3,4,4,3,3,0.7826,1.1676,1.3297,506.15,-0.4977,0,0
USA,9,275,1,4,4,1,4,1,4,1,1,4,4,2,2,3,2,1,2,1,2,3,2,4,2,3,-0.0411,-0.2743,-0.9276,652.74,2.3898,1,0
USA,9,266,2,1,3,2,2,2,2,2,2,3,2,4,4,3,2,1,2,1,1,4,1,4,1,3,0.7826,-1.5227,-0.2055,662.27,2.4426,1,0
USA,9,253,2,2,3,1,3,2,3,1,1,3,3,3,3,3,2,2,2,4,1,2,2,4,2,2,-0.2945,-0.6208,0.6832,594.67,0.902,1,0
USA,9,271,1,3,4,1,3,1,3,2,1,4,3,2,4,3,3,2,4,3,2,3,2,4,3,2,0.7826,0.3277,0.1036,624.22,1.2624,1,0
USA,9,254,2,2,3,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,1,3,3,3,2,3,-0.2945,0.0385,-0.5436,600.55,0.9484,1,0
USA,9,263,2,4,3,1,3,1,3,1,1,3,3,2,2,2,2,2,2,2,2,3,2,2,1,1,-1.0786,-0.6208,-0.5436,533.02,0.8796,1,0
USA,9,264,2,2,2,2,1,2,2,2,2,3,2,2,3,4,3,1,2,,1,4,2,2,2,1,-0.5485,-0.2743,-0.0276,637.33,0.9284,1,0
USA,9,272,1,2,3,2,2,2,3,2,2,3,2,3,3,4,3,4,3,4,3,3,3,4,3,3,0.4861,0.8778,1.7893,609.76,1.5264,1,1
USA,9,251,2,2,3,2,3,1,3,2,2,3,3,2,4,3,3,2,4,2,3,4,3,4,3,4,2.504,0.8778,-0.2055,687.14,0.9453,1,0
USA,9,268,1,4,4,1,4,1,4,2,1,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,2.504,1.4986,1.3297,635.5,0.7372,1,0
USA,9,276,2,3,4,2,3,1,4,2,2,4,3,2,3,3,4,2,2,2,4,2,2,3,3,2,-0.5485,1.1676,-0.2055,626.92,1.3971,1,0
USA,9,273,2,3,1,2,2,1,3,2,2,1,3,1,3,3,2,1,3,3,1,2,1,3,1,1,-0.5485,-1.5227,-0.5436,698.82,-0.6212,1,0
USA,9,257,2,3,3,2,3,1,4,1,1,3,2,2,3,2,3,1,4,3,2,3,2,3,1,2,0.2159,-0.2743,-0.5436,511.89,-0.5048,1,
USA,9,247,2,2,3,2,3,1,3,2,2,4,3,2,3,3,2,1,4,3,1,2,1,3,2,3,0.2159,-1.0185,-0.2055,607.14,0.8133,1,1
USA,9,262,1,4,4,1,4,1,4,1,1,4,4,2,3,2,4,2,4,2,1,4,4,4,2,4,1.6056,0.6034,-0.5436,676.1,1.2459,1,0
USA,9,250,2,2,3,1,3,2,3,2,1,3,2,1,3,3,1,1,3,3,1,3,1,4,1,1,-0.0411,-2.4098,-0.5436,624.94,1.2885,1,0
USA,9,277,2,2,2,1,2,2,3,2,2,2,2,2,3,3,4,2,3,3,3,3,3,3,2,2,-0.0411,0.8778,0.1036,468.87,0.7394,0,0
USA,9,258,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,1,2,3,1,3,1,3,1,3,-0.0411,-1.5227,-0.2055,647.24,1.021,0,0
USA,9,252,2,2,2,1,2,1,4,2,2,3,2,2,4,4,4,2,3,3,2,2,2,4,2,3,0.4861,0.3277,0.395,558.17,0.3247,0,0
USA,9,270,1,1,1,2,1,1,1,1,2,3,1,4,4,4,4,2,1,2,2,3,3,4,1,3,0.2159,0.3277,0.6832,501.9,0.7634,0,0
USA,9,261,1,1,2,2,1,2,2,2,1,2,1,3,3,2,2,1,3,3,2,3,1,4,2,1,-0.0411,-0.6208,-0.2055,552.96,0.4109,0,0
USA,9,256,2,2,3,1,3,1,4,1,1,3,2,2,3,2,4,2,3,2,1,3,4,4,3,3,0.4861,0.8778,-0.5436,593.77,0.6852,0,0
USA,9,260,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,2,1,1,2,1,4,1,2,-0.0411,-2.4098,-1.9702,613.81,-0.8547,0,0
USA,9,255,1,1,1,2,1,1,1,2,2,2,1,4,3,4,3,2,2,3,2,4,1,4,1,2,0.2159,-0.6208,0.9843,456.36,1.1332,0,0
USA,9,265,2,2,3,2,3,2,3,2,2,3,3,2,3,3,2,2,3,2,2,2,2,3,2,2,-0.2945,-0.2743,-0.2055,497.09,1.4796,0,0
USA,9,274,2,3,2,2,2,1,3,2,2,3,2,3,3,3,2,2,4,4,3,4,3,4,3,4,1.6056,0.6034,0.6832,565.39,0.0786,0,1
USA,9,267,1,1,1,1,1,1,1,1,1,4,1,2,4,4,2,1,3,1,2,3,1,3,3,3,0.4861,-0.2743,-0.5436,609.8,1.1568,0,0
USA,9,249,2,2,2,1,2,2,3,2,2,2,2,4,2,2,2,2,4,2,2,3,2,3,2,3,0.2159,-0.2743,0.1036,555.45,1.2374,0,0
USA,9,259,1,3,3,1,4,1,3,1,1,3,3,3,3,1,3,1,3,2,2,4,3,4,2,4,1.1341,0.3277,-0.9276,649.97,1.6116,0,0
USA,9,269,2,2,3,2,3,2,3,1,2,3,1,4,4,3,3,1,4,1,2,4,2,4,4,4,2.504,0.6034,-0.2055,571.56,1.0012,0,0
USA,9,248,2,1,1,2,1,2,1,2,1,1,1,2,2,2,2,3,1,4,1,3,1,2,1,2,-1.0786,-1.5227,0.395,544.23,1.7964,0,0
USA,10,305,2,3,3,1,3,1,4,1,1,4,4,3,4,3,3,2,3,2,2,3,4,4,3,4,1.1341,0.8778,0.1036,493.38,-0.4447,1,0
USA,10,292,2,2,3,2,2,2,2,2,2,3,3,1,4,1,2,1,2,3,1,2,2,3,1,2,-0.2945,-1.0185,-1.3817,506.17,0.8861,1,0
USA,10,294,1,4,4,1,4,1,4,1,1,4,4,1,2,1,2,1,2,1,1,2,1,2,1,2,-1.0786,-1.5227,-3.0191,663.07,0.3962,1,0
USA,10,313,2,2,2,2,2,2,3,2,2,2,1,3,3,3,3,2,3,2,2,3,2,3,2,3,0.2159,0.0385,0.1036,501.96,-0.2297,1,0
USA,10,300,2,2,2,2,2,2,3,2,2,3,2,2,3,4,3,2,2,2,3,2,2,4,2,2,-0.2945,0.3277,0.1036,450.09,-0.1324,1,0
USA,10,309,1,4,3,1,3,1,4,1,1,3,4,2,1,3,2,2,2,2,1,2,1,3,1,4,-0.5485,-1.5227,-0.2055,525.72,-1.0216,1,0
USA,10,283,2,2,3,2,2,2,3,2,1,3,3,2,3,4,2,2,4,,1,3,4,4,3,3,0.7826,0.3277,0.3684,604.76,-0.7428,1,0
USA,10,291,2,2,2,1,3,2,2,1,1,1,2,3,4,4,4,2,4,3,2,4,4,4,2,4,2.504,0.8778,0.6832,625.97,1.5297,1,0
USA,10,293,2,1,2,2,3,2,2,2,2,2,2,2,4,2,3,3,4,3,1,3,1,4,2,3,1.1341,-0.6208,0.1036,567.98,0.1663,1,0
USA,10,310,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,4,4,3,3,2,0.2159,0.3277,-0.5436,545.97,-0.5992,1,0
USA,10,281,2,2,2,2,3,1,3,2,1,3,3,2,2,3,3,2,2,2,2,3,4,4,4,3,-0.0411,1.1676,-0.2055,524.44,0.6318,1,0
USA,10,297,2,1,2,1,2,2,2,2,2,3,2,4,3,4,3,2,3,1,1,3,3,4,4,3,0.4861,0.6034,0.395,543.27,0.053,1,0
USA,10,279,1,4,3,2,4,1,3,1,1,3,2,4,2,2,1,1,4,3,2,2,1,2,1,2,-0.5485,-1.5227,0.1036,646.38,0.6852,1,0
USA,10,286,1,4,3,1,3,1,4,1,1,3,3,2,3,3,4,1,4,3,2,4,3,3,2,4,1.1341,0.6034,-0.2055,639,-0.6283,1,0
USA,10,296,1,3,2,1,3,2,4,2,1,3,3,3,4,3,2,2,2,3,2,3,2,4,2,3,0.4861,-0.2743,0.395,448.5,1.1822,1,0
USA,10,295,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,1,1,3,2,1,-1.3664,-0.6208,-0.5436,462.56,0.8763,1,0
USA,10,299,2,3,3,1,3,1,3,1,1,3,3,1,4,2,3,2,3,2,1,3,1,3,1,4,0.7826,-1.0185,-0.9276,541.76,-0.4686,1,0
USA,10,312,1,2,4,1,2,2,2,2,2,4,2,2,2,3,2,1,4,2,3,4,4,3,2,3,0.4861,0.6034,-0.5436,510.78,1.2093,1,0
USA,10,278,1,4,3,1,3,2,4,2,1,3,4,4,3,3,4,3,4,2,3,4,3,4,4,4,1.6056,1.4986,0.6832,558.29,0.2881,1,0
USA,10,306,1,1,1,1,1,1,1,2,2,1,1,3,3,3,3,2,3,3,1,3,3,3,3,3,0.2159,0.3277,0.395,593.16,-0.2116,1,0
USA,10,282,1,3,3,1,2,1,4,1,1,3,4,1,3,3,3,1,2,1,1,2,1,2,1,2,-0.8077,-1.0185,-1.3817,563.13,-0.5225,1,0
USA,10,280,2,1,2,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,1,4,3,4,2,4,0.7826,0.0385,-0.9276,569.33,-0.2162,1,0
USA,10,285,1,4,4,1,4,1,4,1,1,4,4,2,2,3,3,1,2,2,2,2,2,2,2,2,-1.0786,0.0385,-0.5436,547.64,-1.6011,1,0
USA,10,308,2,2,1,2,2,2,2,2,2,3,1,2,4,4,4,1,2,2,3,4,4,4,4,3,0.7826,1.9347,-0.2055,501.82,-0.186,0,
USA,10,311,2,1,1,1,2,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,3,-0.8077,-2.4098,-3.0191,476.8,1.0284,0,0
USA,10,302,1,4,2,2,3,1,4,1,2,2,2,3,3,3,3,2,3,2,3,3,3,3,3,2,-0.0411,0.8778,0.1036,413.07,-0.0579,0,0
USA,10,304,1,1,2,2,1,1,1,2,2,1,1,3,3,3,3,2,1,1,1,2,2,1,2,2,-1.3664,-0.2743,-0.2055,338.04,-0.6811,0,0
USA,10,289,1,1,2,2,1,1,1,1,2,1,1,1,3,2,3,1,2,2,2,1,2,3,3,1,-1.0786,0.3277,-1.3817,525.39,-0.1664,0,0
USA,10,298,1,1,1,1,1,1,1,2,2,1,1,4,3,4,1,1,1,1,2,2,2,4,2,1,-0.8077,-0.6208,0.1036,541.18,-0.1685,0,0
USA,10,287,1,4,3,1,4,1,4,1,1,4,4,3,3,3,4,2,2,1,4,3,3,4,4,2,-0.0411,1.9347,-0.2055,555.37,1.5528,0,0
USA,10,303,2,2,3,1,3,1,3,2,1,2,1,3,3,3,2,1,4,3,2,3,2,4,3,3,0.7826,0.0385,0.1036,645.08,0.9041,0,0
USA,10,307,1,1,1,2,2,2,2,1,2,1,1,3,3,3,2,2,3,3,1,4,2,4,1,4,1.1341,-1.0185,0.395,501.66,0.5609,0,0
USA,10,301,2,2,2,2,1,1,2,2,2,1,1,2,4,4,3,1,2,1,2,2,3,4,3,3,0.2159,0.6034,-0.5436,501.1,0.6799,0,0
USA,10,288,2,2,1,2,2,2,2,2,2,3,2,4,2,4,3,2,2,2,1,2,1,3,1,2,-0.8077,-1.0185,0.6832,421.89,-0.5755,0,0
USA,10,284,1,1,1,1,1,1,3,1,2,1,1,2,3,3,2,1,2,1,4,2,3,4,3,1,-0.5485,0.8778,-0.9276,527.15,0.0794,0,0
USA,10,290,2,2,2,2,3,2,3,2,2,2,2,1,3,3,3,1,3,2,1,2,1,3,2,2,-0.2945,-0.6208,-0.9276,473.28,-0.7214,1,0
USA,11,316,2,3,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,2,3,3,-0.5485,0.8778,-0.2055,434.28,-0.4144,1,0
USA,11,339,2,3,3,1,1,1,1,2,1,4,3,3,3,3,2,1,4,2,2,3,2,4,2,4,1.1341,-0.2743,-0.2055,425.54,1.3244,1,0
USA,11,333,2,3,4,2,3,1,3,2,2,4,4,3,3,3,3,4,4,4,2,3,2,3,3,2,0.2159,0.3277,1.3297,581.8,0.6071,1,0
USA,11,326,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,3,2,4,4,3,4,3,3,0.4861,0.8778,-0.5436,477.65,-0.7867,1,0
USA,11,336,2,2,2,2,3,2,2,2,2,2,2,3,4,3,2,2,3,3,2,2,3,3,2,1,-0.2945,0.0385,0.395,489.41,-0.3008,1,0
USA,11,321,2,2,2,2,3,2,3,2,2,3,3,2,3,2,3,1,3,2,1,2,2,3,1,3,-0.0411,-0.6208,-0.9276,526.91,-0.9807,1,1
USA,11,315,1,4,3,1,3,1,4,1,1,4,3,2,3,2,4,2,3,2,4,3,4,4,4,3,0.4861,2.7571,-0.5436,651.95,0.6151,1,0
USA,11,322,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,3,3,2,-0.5485,0.0385,-0.9276,462.64,-0.7692,1,0
USA,11,331,2,2,3,2,2,1,2,2,1,4,2,2,3,3,3,2,3,2,2,2,2,3,2,2,-0.2945,0.0385,-0.2055,552.17,0.4817,1,0
USA,11,337,2,2,2,1,2,2,2,2,1,1,1,3,3,2,3,1,4,2,1,2,1,4,2,3,0.4861,-0.6208,-0.5436,691.67,-0.2199,1,0
USA,11,314,2,1,1,2,1,2,1,2,2,1,1,4,4,4,2,1,4,2,2,4,2,4,3,4,2.504,0.0385,0.395,602.69,0.4109,1,0
USA,11,334,2,2,2,2,2,2,2,2,1,2,2,3,3,3,4,2,2,3,3,2,3,2,2,2,-0.8077,0.8778,0.395,492.12,-0.9184,0,0
USA,11,327,2,1,1,2,2,1,1,2,2,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,0.1036,399.68,-1.7137,0,0
USA,11,320,2,2,1,1,1,2,3,2,2,3,1,2,3,2,3,4,2,1,2,2,4,3,3,4,-0.0411,0.8778,-0.2055,343.73,1.3443,0,0
USA,11,335,2,3,3,1,2,1,4,2,2,3,2,1,2,2,3,1,3,2,2,3,3,3,3,2,-0.2945,0.6034,-1.3817,648.52,0.9756,0,0
USA,11,323,1,3,4,1,3,1,4,1,1,4,4,2,1,2,3,2,2,2,1,1,1,2,2,4,-1.0786,-0.6208,-0.5436,587.6,0.279,0,0
USA,11,338,2,1,2,2,1,2,2,2,2,2,2,3,3,3,3,1,3,1,2,2,1,3,2,2,-0.2945,-0.2743,-0.5436,573.01,-0.3299,0,0
USA,11,330,2,2,2,1,4,2,3,2,1,3,2,2,4,4,3,1,4,3,2,3,2,4,3,2,0.7826,0.3277,0.1036,474.72,-0.117,0,0
USA,11,324,1,2,2,1,2,1,2,2,2,2,2,4,4,4,4,2,2,4,1,2,3,3,3,4,0.2159,0.6034,1.3297,521.78,0.3578,0,0
USA,11,319,1,1,1,2,1,1,1,1,1,1,1,3,4,3,2,1,2,1,2,3,3,3,2,2,-0.0411,0.0385,-0.5436,505.5,0.2589,0,0
USA,11,343,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,2,2,3,2,4,3,3,3,2,-0.0411,0.6034,0.1036,546.15,0.9202,0,0
USA,11,340,2,2,2,2,1,2,2,2,2,2,2,3,2,3,2,1,1,1,1,2,1,3,1,2,-1.0786,-1.5227,-0.5436,609.24,0.2011,0,0
